Year,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Selling_Price
2019,7.2,114344,Petrol,Dealer,Automatic,0,4.08
2007,25.03,142994,Petrol,Individual,Manual,0,18.96
2014,23.92,90927,Petrol,Individual,Manual,0,20.15
2020,29.23,23263,Diesel,Dealer,Manual,0,27.81
2024,4.62,58416,Diesel,Individual,Manual,0,3.45
2008,18.55,186123,Petrol,Dealer,Manual,0,11.97
2018,15.77,90210,Petrol,Individual,Manual,0,12.84
2021,20.78,111217,Diesel,Dealer,Automatic,0,18.12
2005,29.45,110411,Petrol,Dealer,Automatic,0,23.5
2003,16.9,187772,Diesel,Individual,Manual,0,9.26
2010,21.2,182164,Petrol,Dealer,Automatic,0,15.1
2009,11.72,171154,Petrol,Individual,Manual,0,5.6
2002,10.37,20819,Petrol,Dealer,Automatic,0,5.28
2000,11.39,160661,Petrol,Individual,Manual,0,3.58
2011,3.08,199540,Petrol,Individual,Automatic,0,0.5
2022,9.97,39041,Diesel,Individual,Manual,1,8.71
2014,6.84,87339,Petrol,Dealer,Automatic,1,3.13
2014,14.81,174356,Diesel,Individual,Manual,0,9.67
2020,14.9,43164,Diesel,Dealer,Manual,2,13.16
2013,23.43,29520,Petrol,Individual,Automatic,0,20.47
2006,16.06,41192,Petrol,Dealer,Automatic,0,11.46
2016,14.97,8179,Petrol,Dealer,Manual,0,12.98
2023,8.49,68679,Diesel,Dealer,Manual,0,6.95
2018,25.87,106302,Petrol,Individual,Manual,0,22.67
2006,4.55,12248,Petrol,Individual,Manual,0,0.5
2002,29.5,18146,Petrol,Dealer,Manual,0,24.45
2002,15.33,166216,Diesel,Dealer,Manual,0,7.84
2024,7.21,66874,Diesel,Individual,Manual,1,5.9
2017,11.92,62540,Diesel,Individual,Manual,0,9.24
2019,2.43,166816,Diesel,Individual,Manual,0,0.5
2021,6.66,171680,Diesel,Individual,Manual,0,3.01
2013,11.39,199699,CNG,Individual,Manual,0,5.62
2002,17.52,135058,Petrol,Individual,Manual,0,10.55
2006,5.63,136677,Petrol,Dealer,Manual,0,0.5
2006,20.93,6327,Petrol,Individual,Manual,0,16.9
2004,25.64,39778,Petrol,Dealer,Automatic,0,20.65
2002,18.03,157912,Petrol,Dealer,Manual,0,10.68
2017,10.31,122725,Petrol,Dealer,Manual,0,6.64
2014,5.4,86282,Diesel,Individual,Automatic,0,1.71
2019,2.43,17192,Petrol,Dealer,Automatic,0,0.91
2013,22.49,9936,Petrol,Dealer,Manual,0,19.85
2003,19.6,31112,Petrol,Individual,Manual,0,14.55
2023,15.34,143465,Petrol,Individual,Automatic,0,12.56
2007,4.86,104972,Petrol,Individual,Manual,0,0.5
2020,7.8,21898,Diesel,Individual,Manual,0,6.41
2012,24.82,62945,Diesel,Individual,Manual,0,21.1
2021,15.44,166511,Petrol,Dealer,Automatic,0,11.87
2007,28.96,39245,Petrol,Dealer,Manual,0,24.6
2014,30.0,41618,Petrol,Individual,Automatic,0,27.04
2016,24.42,39634,Petrol,Individual,Automatic,0,21.91
2004,9.23,62194,Diesel,Individual,Manual,2,3.87
2019,8.47,139207,Diesel,Dealer,Manual,0,4.94
2003,9.1,106075,Diesel,Dealer,Manual,1,2.81
2010,29.63,171361,Petrol,Dealer,Automatic,0,23.71
2017,11.39,113770,Petrol,Individual,Manual,0,7.86
2009,21.78,15495,Petrol,Individual,Automatic,0,18.22
2016,28.85,17524,Petrol,Dealer,Automatic,0,26.7
2014,24.95,75121,Petrol,Individual,Manual,2,21.44
2005,18.73,73248,Diesel,Individual,Manual,0,13.39
2022,6.73,10405,Petrol,Individual,Manual,1,5.94
2020,6.9,64047,Petrol,Dealer,Automatic,0,4.81
2015,15.79,30112,Petrol,Individual,Automatic,0,13.23
2014,28.65,95476,Petrol,Dealer,Manual,0,24.81
2007,27.33,167043,Diesel,Dealer,Manual,0,20.86
2008,6.65,53067,Petrol,Dealer,Manual,0,2.27
2010,10.06,41859,Petrol,Individual,Manual,0,6.27
2001,18.49,158149,Diesel,Individual,Automatic,0,10.93
2012,15.37,61015,Petrol,Dealer,Automatic,1,11.68
2003,5.34,87274,Diesel,Dealer,Manual,0,0.5
2008,12.34,111664,Diesel,Individual,Automatic,0,6.99
2004,28.73,175398,Diesel,Individual,Automatic,1,21.51
2018,28.64,189466,Petrol,Dealer,Manual,0,24.07
2021,17.66,66733,Diesel,Individual,Automatic,0,15.73
2002,19.79,75559,Diesel,Individual,Manual,0,13.8
2020,8.21,42891,Petrol,Dealer,Manual,0,6.47
2002,22.77,183253,Petrol,Individual,Manual,0,15.0
2005,3.47,193519,Diesel,Dealer,Manual,0,0.5
2009,8.18,114138,Petrol,Individual,Automatic,0,3.0
2004,2.16,87991,Petrol,Individual,Manual,0,0.5
2024,12.8,199975,Petrol,Dealer,Manual,0,9.3
2002,25.81,12036,Petrol,Individual,Manual,1,20.86
2021,29.51,113807,Petrol,Dealer,Manual,0,26.81
2023,20.7,167436,Diesel,Individual,Manual,0,17.53
2006,22.86,50767,Petrol,Individual,Automatic,0,18.1
2021,9.36,11320,Petrol,Dealer,Manual,1,8.35
2017,16.57,84557,Petrol,Individual,Manual,0,13.53
2022,22.62,81386,Diesel,Individual,Manual,0,20.66
2007,15.92,165052,Diesel,Dealer,Automatic,0,9.48
2000,4.48,81670,Diesel,Individual,Manual,0,0.5
2024,22.74,107845,Petrol,Individual,Manual,0,20.76
2003,8.15,170322,Diesel,Individual,Automatic,0,0.8
2023,4.74,8468,Petrol,Dealer,Automatic,0,4.19
2006,15.39,148192,Petrol,Dealer,Manual,0,9.03
2013,4.09,58660,Diesel,Dealer,Manual,0,0.65
2012,19.62,184702,Petrol,Individual,Manual,0,13.89
2009,19.93,141482,Petrol,Dealer,Manual,2,14.3
2022,9.19,79841,Petrol,Individual,Manual,0,7.26
2017,29.01,18907,Petrol,Individual,Automatic,0,27.05
2000,25.08,145518,Diesel,Individual,Manual,0,17.52
2003,5.07,178418,Petrol,Dealer,Automatic,1,0.5
2015,22.96,194992,Diesel,Dealer,Manual,0,17.68
2015,11.89,126582,Petrol,Individual,Manual,0,7.74
2017,23.01,115891,Petrol,Individual,Manual,0,19.45
2007,24.42,147469,CNG,Individual,Manual,0,18.27
2009,6.24,62022,Diesel,Dealer,Manual,0,1.92
2015,20.53,137983,Petrol,Dealer,Automatic,0,16.19
2022,26.16,121337,Petrol,Dealer,Automatic,0,23.54
2023,11.05,16560,Petrol,Dealer,Manual,0,10.36
2010,4.25,141682,Petrol,Dealer,Automatic,2,0.5
2005,2.76,86362,Diesel,Dealer,Manual,1,0.5
2000,5.08,108401,Diesel,Dealer,Manual,0,0.5
2011,2.12,11634,Diesel,Individual,Manual,0,0.5
2024,11.15,62381,Petrol,Individual,Manual,0,9.92
2005,10.38,85040,Petrol,Individual,Manual,0,4.85
2012,5.09,112550,Petrol,Individual,Automatic,0,0.55
2016,20.23,115991,Petrol,Dealer,Automatic,0,16.46
2000,29.77,172546,Diesel,Individual,Manual,0,21.77
2007,27.23,86905,Petrol,Dealer,Manual,0,22.08
2021,9.08,161303,Petrol,Individual,Manual,2,5.6
2007,23.56,59851,Petrol,Dealer,Manual,0,18.86
2023,28.23,80844,Diesel,Dealer,Automatic,1,26.49
2010,27.38,188477,Petrol,Individual,Manual,2,21.18
2013,26.77,79971,Petrol,Individual,Manual,0,22.98
2023,24.02,196318,Petrol,Dealer,Manual,0,20.37
2009,10.2,178586,Petrol,Individual,Manual,0,3.95
2014,4.34,159200,Petrol,Individual,Automatic,0,0.5
2006,15.66,5594,Petrol,Individual,Manual,0,11.65
2006,3.53,33930,Petrol,Dealer,Manual,0,0.5
2009,29.96,115343,Petrol,Individual,Manual,0,24.76
2003,12.03,159329,Petrol,Dealer,Automatic,0,4.86
2024,28.83,112216,Diesel,Individual,Manual,0,26.77
2017,23.65,50376,Petrol,Individual,Automatic,0,21.17
2024,13.52,5820,Petrol,Individual,Manual,0,13.22
2009,5.31,162452,Diesel,Individual,Manual,0,0.5
2018,8.64,163904,Diesel,Dealer,Manual,0,4.49
2013,20.85,103315,Diesel,Dealer,Manual,0,16.67
2012,25.24,131687,Diesel,Dealer,Automatic,0,20.39
2014,29.42,60383,Diesel,Individual,Automatic,0,26.15
2015,5.7,158697,CNG,Dealer,Manual,0,1.02
2001,6.37,5407,Petrol,Individual,Automatic,0,1.33
2003,3.19,191281,Petrol,Individual,Manual,0,0.5
2020,9.29,178448,Diesel,Individual,Manual,0,5.32
2017,24.99,158263,Petrol,Individual,Manual,1,20.73
2016,7.55,91083,Diesel,Individual,Automatic,0,4.19
2009,17.34,193335,CNG,Dealer,Automatic,0,10.85
2020,14.5,139808,Petrol,Individual,Manual,1,11.16
2008,11.12,115435,Petrol,Dealer,Automatic,1,5.71
2014,19.31,24222,Petrol,Dealer,Manual,0,16.64
2011,16.07,51438,Diesel,Individual,Manual,0,12.33
2020,11.37,131030,Diesel,Dealer,Manual,0,8.18
2008,21.29,62688,Petrol,Individual,Manual,0,16.75
2013,9.84,140868,Diesel,Individual,Automatic,0,5.04
2012,20.01,27647,Petrol,Individual,Manual,0,16.87
2005,28.8,89842,Petrol,Dealer,Manual,0,23.19
2018,22.41,199825,CNG,Individual,Manual,0,17.67
2003,13.72,49041,Diesel,Dealer,Manual,2,8.37
2019,22.93,58829,Petrol,Dealer,Manual,0,20.72
2016,24.66,81019,CNG,Individual,Manual,0,21.47
2018,11.12,8387,Petrol,Individual,Manual,0,9.54
2002,21.74,131419,Petrol,Dealer,Manual,0,14.83
2013,14.16,74440,Petrol,Dealer,Automatic,0,10.46
2016,24.92,88413,Diesel,Dealer,Automatic,0,21.61
2012,10.27,17088,Petrol,Dealer,Manual,0,7.3
2008,28.26,12790,Diesel,Individual,Manual,0,24.54
2000,18.09,175509,Petrol,Dealer,Manual,0,10.04
2024,11.89,28331,Petrol,Individual,Manual,1,11.22
2016,13.74,45190,Petrol,Dealer,Manual,0,11.14
2015,11.74,134341,CNG,Individual,Manual,0,7.46
2017,6.09,153299,Petrol,Dealer,Manual,0,1.91
2001,3.92,188822,Diesel,Individual,Manual,0,0.5
2013,11.01,190136,CNG,Dealer,Manual,2,5.4
2021,14.84,174807,Petrol,Dealer,Manual,0,11.13
2022,12.13,185110,Diesel,Dealer,Automatic,0,8.46
2016,2.39,144207,Diesel,Individual,Automatic,0,0.5
2002,18.21,174131,Petrol,Dealer,Manual,2,10.59
2001,6.05,193401,Petrol,Individual,Manual,0,0.5
2007,7.91,42709,Diesel,Dealer,Automatic,1,3.49
2024,5.38,66057,Petrol,Individual,Manual,0,4.09
2001,16.57,99582,Diesel,Dealer,Automatic,0,9.97
2001,4.66,82259,Petrol,Individual,Manual,0,0.5
2008,9.18,153030,Petrol,Dealer,Manual,0,3.15
2019,14.65,160927,Diesel,Individual,Manual,0,10.76
2020,6.7,120455,Petrol,Individual,Manual,0,3.68
2024,14.49,156041,Diesel,Dealer,Manual,1,11.71
2005,11.6,189913,Petrol,Dealer,Manual,1,4.34
2011,26.1,44811,Diesel,Dealer,Manual,0,22.47
2024,24.26,30179,Petrol,Dealer,Manual,2,23.56
2008,29.8,122464,Petrol,Dealer,Manual,0,24.27
2006,16.81,184560,Diesel,Dealer,Automatic,0,9.85
2011,18.11,109871,Diesel,Individual,Automatic,1,13.41
2024,28.51,104820,Petrol,Individual,Manual,0,26.58
2004,13.19,64895,Diesel,Dealer,Manual,1,7.79
2015,17.56,51539,Diesel,Dealer,Manual,0,14.65
2004,12.61,61892,Petrol,Individual,Manual,2,7.26
2011,17.28,17715,Diesel,Dealer,Manual,0,14.1
2023,4.26,162174,Diesel,Individual,Automatic,0,1.18
2019,23.95,125940,Petrol,Dealer,Automatic,0,20.64
2008,29.59,112986,Petrol,Dealer,Manual,0,24.22
2022,3.84,76107,Diesel,Individual,Manual,2,1.97
2006,24.43,150537,Petrol,Dealer,Manual,0,18.03
2018,8.77,60767,CNG,Dealer,Manual,0,6.32
2019,7.53,127924,Petrol,Individual,Automatic,0,4.18
2022,21.41,57618,Petrol,Individual,Manual,0,19.84
2010,3.24,43359,Petrol,Dealer,Manual,0,0.5
2020,14.97,75906,Petrol,Individual,Manual,0,12.69
2011,2.04,62254,Diesel,Individual,Manual,0,0.5
2002,17.52,97360,Petrol,Individual,Manual,0,11.17
2016,14.94,155650,Petrol,Dealer,Automatic,0,10.52
2006,27.63,80270,Petrol,Individual,Manual,0,22.39
2021,22.17,96799,Petrol,Individual,Manual,0,19.75
2009,5.53,187594,Petrol,Dealer,Manual,0,0.5
2022,11.93,109704,Petrol,Dealer,Automatic,0,9.5
2014,28.08,138491,Petrol,Individual,Manual,1,23.53
2001,22.31,80181,Diesel,Individual,Manual,0,16.03
2012,18.64,18193,Petrol,Individual,Automatic,0,15.66
2003,17.65,40406,Petrol,Dealer,Automatic,0,12.44
2017,13.15,153455,Diesel,Individual,Manual,1,8.97
2023,18.39,70407,Petrol,Dealer,Manual,0,16.82
2022,23.61,184104,Petrol,Dealer,Automatic,0,19.96
2000,5.57,159044,Diesel,Dealer,Manual,0,0.5
2001,29.16,158567,Diesel,Dealer,Manual,0,21.59
2001,8.7,27565,Diesel,Dealer,Manual,0,3.29
2003,14.54,64027,Petrol,Individual,Manual,0,8.94
2002,2.64,56655,Petrol,Individual,Manual,0,0.5
2016,17.41,48762,Diesel,Dealer,Manual,0,14.75
2013,12.69,172732,Petrol,Individual,Manual,0,7.37
2001,8.99,160190,Petrol,Individual,Automatic,2,1.4
2015,29.59,175925,Petrol,Dealer,Manual,0,24.63
2010,13.99,110059,Petrol,Individual,Manual,0,9.08
2024,13.6,175369,Petrol,Dealer,Manual,0,10.5
2012,14.97,111991,Diesel,Individual,Manual,0,10.44
2000,5.25,103803,Petrol,Individual,Manual,0,0.5
2024,13.01,118249,Petrol,Individual,Manual,0,10.86
2022,11.42,83413,Petrol,Dealer,Automatic,0,9.43
2001,15.02,190809,Petrol,Individual,Automatic,0,6.92
2001,25.99,150161,CNG,Dealer,Manual,0,18.56
2020,7.4,146590,Petrol,Dealer,Manual,0,3.95
2004,19.02,100275,Petrol,Individual,Manual,0,13.03
2003,3.05,24702,Petrol,Individual,Automatic,0,0.5
2011,10.87,84720,Petrol,Individual,Manual,0,6.58
2002,15.23,56639,Diesel,Dealer,Automatic,0,9.55
2019,4.08,130722,Petrol,Individual,Manual,0,0.69
2009,17.23,133175,Petrol,Individual,Manual,0,11.73
2019,10.69,151468,Diesel,Dealer,Manual,0,6.96
2017,29.8,71558,Diesel,Dealer,Manual,0,26.97
2020,19.67,26055,Petrol,Dealer,Automatic,0,18.21
2020,8.84,91510,Petrol,Dealer,Manual,0,6.3
2020,4.87,196487,Petrol,Dealer,Manual,0,0.6
2009,3.14,194232,Petrol,Dealer,Manual,0,0.5
2000,4.54,35529,Petrol,Individual,Manual,0,0.5
2005,21.04,38324,Petrol,Dealer,Manual,0,16.28
2010,25.94,25537,Petrol,Dealer,Manual,0,22.42
2001,6.39,132850,Petrol,Dealer,Manual,1,0.5
2006,13.26,100296,Petrol,Individual,Manual,0,7.69
2019,11.92,32624,Petrol,Dealer,Manual,0,10.14
2020,20.05,101579,Petrol,Individual,Manual,0,17.34
2020,7.11,112119,Petrol,Dealer,Manual,1,4.23
2020,28.69,10378,Diesel,Individual,Manual,0,27.49
2017,22.4,74209,Diesel,Individual,Manual,0,19.53
2020,28.74,57465,Diesel,Dealer,Manual,0,26.76
2018,9.77,196814,Petrol,Individual,Manual,0,5.08
2003,18.46,37597,Petrol,Individual,Manual,0,13.3
2012,22.5,111761,Diesel,Dealer,Manual,1,17.98
2017,21.91,126097,Petrol,Individual,Manual,0,18.18
2019,2.6,114350,Petrol,Individual,Manual,0,0.5
2024,29.95,78072,Diesel,Dealer,Automatic,0,28.46
2023,27.99,154817,Petrol,Individual,Automatic,0,25.03
2012,5.35,143483,Diesel,Dealer,Manual,0,0.5
2018,17.22,176300,Petrol,Dealer,Automatic,0,12.87
2016,10.81,107271,CNG,Dealer,Manual,0,7.18
2000,26.61,195794,Petrol,Dealer,Manual,1,18.22
2005,21.53,70402,Petrol,Dealer,Manual,0,16.24
2018,8.26,46865,Petrol,Dealer,Manual,1,6.04
2019,2.95,57301,Petrol,Individual,Manual,1,0.77
2000,10.17,101549,Diesel,Individual,Automatic,0,3.34
2007,3.07,11651,Diesel,Dealer,Manual,0,0.5
2016,5.96,57540,Petrol,Individual,Manual,2,3.15
2020,19.81,64841,Petrol,Dealer,Manual,0,17.71
2021,22.86,192494,Diesel,Individual,Automatic,0,18.86
2014,15.1,28113,Petrol,Dealer,Manual,0,12.37
2017,18.81,151399,Petrol,Dealer,Automatic,0,14.66
2006,6.36,51400,Petrol,Dealer,Manual,0,1.59
2015,10.87,112883,Petrol,Dealer,Manual,0,6.95
2006,21.96,176256,Petrol,Individual,Manual,1,15.13
2016,12.22,85125,Diesel,Individual,Manual,0,8.96
2003,11.77,145013,Diesel,Dealer,Automatic,1,4.84
2011,7.43,18975,Diesel,Dealer,Manual,2,4.23
2012,18.66,177712,Diesel,Individual,Manual,0,13.05
2003,24.67,190365,Petrol,Dealer,Automatic,0,16.99
2020,15.14,105907,Petrol,Dealer,Manual,0,12.36
2000,5.24,52803,Petrol,Individual,Manual,0,0.5
2000,25.47,71713,Petrol,Dealer,Manual,0,19.13
2006,4.0,133397,Petrol,Dealer,Automatic,0,0.5
2008,15.21,49171,Petrol,Dealer,Automatic,1,10.89
2000,9.31,48027,Petrol,Individual,Manual,0,3.36
2015,28.22,90473,Petrol,Individual,Manual,0,24.67
2017,22.65,125823,Petrol,Individual,Manual,0,18.93
2021,17.86,111786,Petrol,Individual,Manual,0,15.19
2014,20.7,98548,Diesel,Dealer,Automatic,0,16.81
2005,16.92,21597,Petrol,Individual,Manual,0,12.44
2001,6.13,150982,Diesel,Dealer,Manual,0,0.5
2008,21.85,127341,Petrol,Dealer,Manual,0,16.24
2003,15.79,95768,Petrol,Individual,Manual,1,9.67
2012,19.76,123171,Petrol,Dealer,Manual,2,15.05
2022,3.27,137943,Petrol,Individual,Manual,0,0.5
2021,5.98,118238,Petrol,Dealer,Automatic,0,3.21
2010,18.5,181369,Diesel,Individual,Manual,0,12.42
2012,14.86,64875,Diesel,Individual,Manual,0,11.11
2010,8.35,59550,Petrol,Individual,Manual,0,4.27
2018,8.74,120422,Petrol,Dealer,Automatic,0,5.31
2007,19.69,52246,Petrol,Dealer,Manual,0,15.11
2006,3.65,80660,Petrol,Individual,Manual,0,0.5
2024,14.16,58133,Diesel,Individual,Automatic,0,13.0
2015,16.65,169821,Petrol,Individual,Manual,0,11.79
2002,10.63,48912,Petrol,Dealer,Automatic,0,5.08
2016,24.98,54613,Petrol,Individual,Automatic,0,22.22
2017,3.59,107516,Petrol,Dealer,Automatic,2,0.5
2014,26.24,88526,CNG,Individual,Automatic,0,22.51
2016,22.25,197322,Petrol,Dealer,Manual,0,17.14
2010,14.5,114923,Diesel,Individual,Manual,0,9.51
2004,27.89,163742,Diesel,Individual,Manual,0,20.86
2015,21.66,106160,Petrol,Dealer,Manual,0,17.85
2014,28.07,116606,Diesel,Dealer,Manual,0,23.88
2009,15.23,73438,Petrol,Dealer,Manual,0,10.72
2013,14.68,139602,Petrol,Dealer,Manual,0,9.9
2001,16.86,53927,Petrol,Dealer,Manual,0,11.02
2015,3.83,100092,Petrol,Individual,Manual,0,0.5
2018,27.44,92744,Petrol,Individual,Automatic,0,24.47
2007,20.7,133538,Diesel,Individual,Manual,0,14.78
2014,19.29,43891,Diesel,Dealer,Manual,0,16.3
2009,27.94,72558,Petrol,Individual,Manual,0,23.44
2004,29.82,197217,Diesel,Individual,Manual,0,22.24
2019,6.58,120706,Diesel,Dealer,Automatic,0,3.35
2015,22.97,148944,Petrol,Dealer,Automatic,0,18.45
2020,18.24,112997,Petrol,Individual,Manual,0,15.35
2021,14.91,85194,Petrol,Individual,Automatic,0,12.68
2011,29.37,82674,Diesel,Individual,Manual,0,25.12
2022,25.81,112998,Diesel,Dealer,Manual,0,23.33
2012,21.51,27196,Petrol,Individual,Manual,0,18.38
2008,12.71,156049,Petrol,Individual,Manual,0,6.63
2016,20.65,174010,Petrol,Individual,Automatic,0,15.93
2019,16.89,182823,Diesel,Individual,Manual,0,12.64
2011,8.98,172104,Diesel,Individual,Automatic,0,3.25
2024,14.61,70638,Petrol,Dealer,Manual,0,13.24
2004,7.94,39441,Diesel,Dealer,Manual,0,2.95
2023,16.01,121567,Diesel,Individual,Automatic,0,13.59
2011,22.17,129139,Petrol,Dealer,Automatic,0,17.15
2000,3.03,111834,Petrol,Individual,Manual,2,0.5
2019,23.43,81989,CNG,Dealer,Manual,0,20.84
2015,2.56,81916,Diesel,Individual,Automatic,0,0.5
2011,16.48,171856,Diesel,Dealer,Manual,1,10.76
2008,18.06,165565,Diesel,Individual,Manual,0,11.82
2012,23.31,26471,Diesel,Dealer,Automatic,0,20.19
2016,23.31,29274,Diesel,Individual,Manual,0,20.97
2016,13.69,113454,Petrol,Individual,Manual,0,9.96
2003,3.86,10916,Petrol,Dealer,Automatic,0,0.5
2013,21.42,94359,Petrol,Individual,Manual,2,17.39
2018,16.31,172142,Petrol,Individual,Automatic,1,12.03
2006,11.33,138035,Diesel,Individual,Manual,0,5.13
2002,8.58,8522,Petrol,Individual,Automatic,2,3.69
2000,5.35,195148,Diesel,Dealer,Manual,1,0.5
2011,10.26,131405,Petrol,Dealer,Automatic,0,5.2
2014,14.84,92824,Petrol,Dealer,Automatic,0,11.04
2010,15.37,53848,Diesel,Dealer,Automatic,0,11.39
2009,18.32,37739,Petrol,Dealer,Automatic,0,14.4
2001,12.15,190897,Petrol,Individual,Manual,0,4.05
2003,27.76,102782,Petrol,Dealer,Manual,0,21.53
2016,15.88,48303,Petrol,Individual,Manual,0,13.23
2016,13.86,42861,Diesel,Individual,Automatic,0,11.3
2007,3.35,94006,Diesel,Individual,Manual,0,0.5
2022,18.77,131614,Petrol,Individual,Automatic,1,15.98
2013,18.88,166851,Petrol,Dealer,Manual,1,13.65
2023,18.33,109459,Petrol,Individual,Manual,0,16.11
2003,26.85,75229,Diesel,Individual,Manual,0,21.07
2005,23.36,130917,Petrol,Dealer,Manual,0,17.07
2018,26.29,154108,Petrol,Individual,Manual,1,22.31
2023,3.66,32705,Diesel,Individual,Automatic,0,2.71
2003,10.91,48797,Petrol,Dealer,Automatic,1,5.56
2002,10.92,86291,Petrol,Individual,Manual,0,4.75
2019,20.4,91491,Petrol,Dealer,Automatic,0,17.65
2005,14.56,199390,Diesel,Individual,Manual,0,7.15
2022,23.77,81567,Petrol,Dealer,Manual,0,21.81
2006,12.76,160611,Diesel,Individual,Automatic,1,6.19
2013,8.21,177563,Petrol,Individual,Manual,0,2.81
2011,10.15,66126,Diesel,Dealer,Manual,0,6.17
2015,7.11,153834,Petrol,Dealer,Manual,0,2.51
2019,7.54,32682,Petrol,Individual,Manual,0,5.76
2007,8.07,23532,Petrol,Dealer,Automatic,0,3.97
2022,2.45,161133,Petrol,Individual,Automatic,0,0.5
2001,22.05,118817,Petrol,Individual,Automatic,0,15.14
2012,13.19,155568,Petrol,Individual,Manual,0,7.94
2007,2.63,188817,Diesel,Dealer,Manual,0,0.5
2024,12.36,14841,Diesel,Dealer,Manual,0,11.91
2020,27.35,66830,Petrol,Dealer,Manual,0,25.22
2019,16.31,56241,Diesel,Dealer,Manual,0,14.14
2015,29.63,25478,CNG,Dealer,Manual,0,27.15
2003,17.12,172494,Petrol,Dealer,Automatic,0,9.74
2015,28.96,149493,Diesel,Dealer,Manual,0,24.43
2019,7.65,88562,Petrol,Individual,Manual,1,4.95
2005,10.12,48079,Petrol,Individual,Automatic,0,5.2
2003,21.6,39528,Petrol,Individual,Automatic,0,16.41
2015,29.63,81421,Petrol,Individual,Automatic,0,26.22
2022,25.11,37813,Petrol,Dealer,Automatic,0,23.87
2022,17.5,121100,Diesel,Individual,Manual,1,14.89
2020,4.38,113111,CNG,Dealer,Manual,0,1.48
2012,12.2,66356,Diesel,Dealer,Manual,0,8.42
2004,4.42,199671,Petrol,Individual,Manual,0,0.5
2014,10.72,172181,Diesel,Dealer,Manual,0,5.61
2007,9.25,111529,Petrol,Dealer,Manual,0,3.7
2006,12.88,24383,Petrol,Individual,Automatic,1,8.56
2013,25.44,35265,Petrol,Dealer,Manual,0,22.38
2006,6.21,197305,Diesel,Dealer,Manual,0,0.5
2021,10.57,15209,Petrol,Individual,Manual,0,9.49
2006,9.31,158816,Diesel,Dealer,Manual,0,2.77
2022,10.29,167408,Petrol,Dealer,Automatic,0,6.91
2017,12.1,39686,Petrol,Dealer,Manual,0,9.79
2009,8.84,197915,Petrol,Dealer,Manual,2,2.28
2017,28.39,38036,Petrol,Individual,Manual,0,26.11
2013,13.76,60529,Petrol,Dealer,Manual,1,10.29
2009,5.2,193385,CNG,Individual,Automatic,0,0.5
2006,15.09,94684,Petrol,Dealer,Manual,0,9.61
2006,7.16,135546,Petrol,Individual,Automatic,0,1.0
2006,8.05,110063,Petrol,Individual,Automatic,0,2.31
2004,9.98,132198,Petrol,Dealer,Manual,0,3.47
2000,5.49,104372,Petrol,Individual,Automatic,0,0.5
2013,22.19,22861,Petrol,Individual,Automatic,0,19.34
2017,24.17,68144,Diesel,Individual,Manual,0,21.4
2012,13.04,191625,Petrol,Individual,Automatic,0,7.2
2024,21.29,100110,Diesel,Dealer,Manual,0,19.43
2007,12.89,124947,Petrol,Dealer,Manual,0,7.12
2007,6.59,195783,Petrol,Dealer,Manual,0,0.5
2009,13.12,59322,Petrol,Individual,Automatic,0,8.84
2016,17.6,100598,Petrol,Dealer,Manual,0,14.08
2005,3.15,111259,Petrol,Dealer,Manual,0,0.5
2014,20.33,82196,Diesel,Individual,Manual,2,16.7
2014,22.79,73526,CNG,Dealer,Manual,0,19.31
2024,26.08,48988,Diesel,Individual,Manual,0,25.07
2015,4.88,27756,Diesel,Individual,Manual,0,2.36
2007,2.0,198945,CNG,Individual,Manual,0,0.5
2018,4.05,112744,Petrol,Dealer,Automatic,0,0.75
2019,27.88,169245,CNG,Dealer,Manual,0,23.85
2014,23.44,49346,Petrol,Dealer,Manual,0,20.36
2002,25.39,116818,Diesel,Individual,Manual,2,18.72
2005,16.48,118550,Petrol,Individual,Manual,0,10.4
2024,16.75,187956,Petrol,Individual,Automatic,0,13.45
2007,10.36,43190,CNG,Dealer,Automatic,0,5.93
2015,25.6,152025,Diesel,Dealer,Manual,0,21.03
2014,25.23,67494,Petrol,Dealer,Automatic,0,21.85
2012,12.98,50934,Petrol,Individual,Manual,1,9.46
2019,11.22,158953,Diesel,Dealer,Manual,0,7.36
2014,22.67,104740,Petrol,Individual,Automatic,2,18.67
2017,2.73,75696,Petrol,Dealer,Automatic,2,0.5
2012,26.08,17496,Petrol,Dealer,Manual,0,23.11
2023,14.49,119961,Petrol,Individual,Automatic,1,12.1
2007,14.36,50065,Diesel,Dealer,Manual,0,9.82
2013,20.73,190096,Petrol,Dealer,Manual,0,15.12
2010,20.08,111419,Petrol,Dealer,Automatic,1,15.15
2005,9.45,35067,Petrol,Individual,Manual,0,4.74
2023,28.41,187041,Petrol,Dealer,Manual,0,24.92
2024,29.62,155776,CNG,Individual,Manual,0,26.85
2000,16.73,117212,Petrol,Individual,Automatic,0,9.64
2024,17.72,182180,Petrol,Individual,Automatic,0,14.51
2001,17.52,69531,Petrol,Individual,Manual,0,11.42
2012,15.6,195792,Petrol,Dealer,Automatic,0,9.69
2000,28.47,138571,Diesel,Dealer,Manual,1,21.03
2023,8.85,171067,Petrol,Dealer,Automatic,0,5.62
2023,5.02,183390,Petrol,Individual,Automatic,0,1.59
2003,28.03,92657,Diesel,Dealer,Manual,0,21.96
